purchase_date,total_price_per_order,num_items_per_order,avg_price_per_item,freight_value,final_price_per_order,purchase_day,purchase_month,purchase_year
2017-03-09,10357.5,134,6570.8,1408.9499990940094,11766.44999909401,9,3,2017
2017-03-10,8002.900000000001,62,7578.3,1240.1100091934204,9243.01000919342,10,3,2017
2017-03-11,6603.0,57,6134.0,966.89000415802,7569.89000415802,11,3,2017
2017-03-12,4061.5,60,3484.7000000000003,803.6699981689453,4865.169998168945,12,3,2017
2017-03-13,12041.0,78,11230.2,1497.119999885559,13538.119999885559,13,3,2017
2017-03-14,8798.6,71,8308.8,1291.4299964904785,10090.029996490479,14,3,2017
2017-03-15,10075.6,107,8087.2,1284.8600006103516,11360.460000610352,15,3,2017
2017-03-16,11923.2,138,8737.6,1489.92999792099,13413.12999792099,16,3,2017
2017-03-17,9236.2,81,7867.2,1224.8600029945374,10461.060002994538,17,3,2017
2017-03-18,12623.9,51,11836.1,907.7099952697754,13531.609995269775,18,3,2017
2017-03-19,5656.5,54,5117.3,838.0599975585938,6494.559997558594,19,3,2017
2017-03-20,13059.0,89,12839.800000000001,1627.0500040054321,14686.050004005432,20,3,2017
2017-03-21,8967.7,87,8214.300000000001,1222.5300025939941,10190.230002593995,21,3,2017
2017-03-22,11038.9,105,8774.6,1334.6900100708008,12373.5900100708,22,3,2017
2017-03-23,17670.6,114,11838.6,1608.669991493225,19279.269991493224,23,3,2017
2017-03-24,6410.5,60,5784.9,874.2700033187866,7284.770003318787,24,3,2017
2017-03-25,6480.2,73,6000.8,1078.8300075531006,7559.0300075531,25,3,2017
2017-03-26,4650.8,44,4471.0,785.8899993896484,5436.689999389649,26,3,2017
2017-03-27,11486.1,86,10613.5,1427.500005722046,12913.600005722046,27,3,2017
2017-03-28,9345.7,100,7297.3,1476.5899942815304,10822.289994281531,28,3,2017
2017-03-29,6409.9,70,6221.1,1063.560001373291,7473.460001373291,29,3,2017
2017-03-30,9315.8,87,6755.6,1061.8500089645386,10377.650008964538,30,3,2017
2017-03-31,9345.2,45,9280.6,1037.53999710083,10382.73999710083,31,3,2017
2017-04-01,12196.8,43,12169.0,890.979998588562,13087.779998588561,1,4,2017
2017-04-02,7123.2,73,5369.9,962.9999990463257,8086.1999990463255,2,4,2017
2017-04-03,8512.3,72,6719.900000000001,1033.390001296997,9545.690001296996,3,4,2017
2017-04-04,11048.0,93,8961.0,1297.160005569458,12345.160005569458,4,4,2017
2017-04-05,9695.2,78,9228.0,1130.9400053024292,10826.14000530243,5,4,2017
2017-04-06,12304.800000000001,68,11870.2,1152.4400072097778,13457.240007209779,6,4,2017
2017-04-07,7953.1,61,7285.7,971.0600032806396,8924.16000328064,7,4,2017
2017-04-08,5635.6,54,4896.8,759.0200042724609,6394.620004272461,8,4,2017
2017-04-09,4945.0,49,4665.2,801.0099992752075,5746.0099992752075,9,4,2017
2017-04-10,8177.0,61,7247.0,969.0300014019012,9146.030001401901,10,4,2017
2017-04-11,4943.9,64,4203.1,916.6100044250488,5860.5100044250485,11,4,2017
2017-04-12,5648.2,47,5423.6,790.5500040054321,6438.750004005432,12,4,2017
2017-04-13,7251.3,45,6321.3,1111.350009918213,8362.650009918212,13,4,2017
2017-04-14,5538.4,49,4984.0,928.3300046920776,6466.730004692077,14,4,2017
2017-04-15,7235.7,44,6787.5,795.7000017166138,8031.400001716614,15,4,2017
2017-04-16,3229.6,37,2941.6,675.7800049781799,3905.38000497818,16,4,2017
2017-04-17,5395.2,44,5130.4,818.2899923324585,6213.489992332458,17,4,2017
2017-04-18,13874.6,72,11998.8,1380.550006866455,15255.150006866455,18,4,2017
2017-04-19,7888.5,79,6679.3,1031.5400018692017,8920.040001869202,19,4,2017
2017-04-20,10686.0,119,8329.6,1450.9800052642822,12136.980005264282,20,4,2017
2017-04-21,5399.0,59,4821.6,937.7599973678589,6336.759997367859,21,4,2017
2017-04-22,9785.0,75,9235.4,1322.1500005722046,11107.150000572205,22,4,2017
2017-04-23,6012.3,63,5458.1,1034.6999917030334,7046.999991703034,23,4,2017
2017-04-24,9013.5,123,7120.5,1640.8399968147278,10654.339996814728,24,4,2017
2017-04-25,7196.4,74,6896.8,1258.2899951934814,8454.689995193481,25,4,2017
2017-04-26,12656.8,115,11000.8,1944.4699907302856,14601.269990730285,26,4,2017
2017-04-27,7602.8,139,5820.9,1209.0600099563599,8811.86000995636,27,4,2017
2017-04-28,12121.9,73,9903.3,1128.5000066757202,13250.40000667572,28,4,2017
2017-04-29,8008.2,70,6617.0,1128.7900009155273,9136.990000915528,29,4,2017
2017-04-30,6494.1,59,5935.5,946.4399948120117,7440.539994812012,30,4,2017
2017-05-01,7414.6,92,6790.4,1261.4300037026405,8676.03000370264,1,5,2017
2017-05-02,13346.9,115,12074.7,1971.4700031280518,15318.370003128051,2,5,2017
2017-05-03,6578.0,93,5880.2,1335.3000011444092,7913.300001144409,3,5,2017
2017-05-04,12078.4,144,8577.0,1486.7800006866455,13565.180000686645,4,5,2017
2017-05-05,10828.8,98,9487.9,1445.3199939727783,12274.11999397278,5,5,2017
2017-05-06,10027.4,110,8705.0,1492.170002937317,11519.570002937317,6,5,2017
2017-05-07,12342.3,87,11759.3,1538.670009613037,13880.970009613036,7,5,2017
2017-05-08,14026.1,128,9981.5,1754.1900081634521,15780.290008163453,8,5,2017
2017-05-09,24420.3,167,15265.7,1949.5699982643127,26369.869998264312,9,5,2017
2017-05-10,13825.4,93,12288.2,1594.8300013542175,15420.230001354217,10,5,2017
2017-05-11,12810.2,114,10559.5,2163.249994277954,14973.449994277955,11,5,2017
2017-05-12,8027.8,82,7444.0,1497.7200012207031,9525.520001220702,12,5,2017
2017-05-13,5865.0,58,5141.2,879.7300057411194,6744.730005741119,13,5,2017
2017-05-14,11996.7,120,10222.0,1504.6100068092346,13501.310006809235,14,5,2017
2017-05-15,18403.5,148,12909.5,2447.0300068855286,20850.53000688553,15,5,2017
2017-05-16,18549.0,168,13461.7,2257.5300022140145,20806.530002214015,16,5,2017
2017-05-17,14029.4,113,12950.800000000001,1863.8500180244446,15893.250018024444,17,5,2017
2017-05-18,13440.6,114,9838.2,1650.280014038086,15090.880014038086,18,5,2017
2017-05-19,19193.0,183,11980.0,2138.3700065612793,21331.37000656128,19,5,2017
2017-05-20,8034.1,66,7125.3,1084.480016708374,9118.580016708374,20,5,2017
2017-05-21,15141.3,155,13466.6,2162.9700031280518,17304.27000312805,21,5,2017
2017-05-22,16884.4,110,16517.8,2178.240008354187,19062.64000835419,22,5,2017
2017-05-23,11196.9,107,9742.9,1736.4900035858154,12933.390003585815,23,5,2017
2017-05-24,13328.4,137,11327.1,2065.120008468628,15393.520008468628,24,5,2017
2017-05-25,10099.3,79,9764.7,1515.1400151252747,11614.440015125274,25,5,2017
2017-05-26,10043.5,97,8313.9,1302.3300008773804,11345.83000087738,26,5,2017
2017-05-27,10591.4,81,8627.2,1250.1800006628036,11841.580000662803,27,5,2017
2017-05-28,6754.900000000001,78,5919.7,1191.4600043296814,7946.360004329682,28,5,2017
2017-05-29,12865.3,151,11252.5,2096.8600220680237,14962.160022068023,29,5,2017
2017-05-30,11998.0,104,7581.0,1409.1700172424316,13407.170017242432,30,5,2017
2017-05-31,12969.9,98,10587.8,1665.600008258596,14635.500008258596,31,5,2017
2017-06-01,13242.1,109,12291.3,1675.670015335083,14917.770015335083,1,6,2017
2017-06-02,10240.3,85,9813.8,1308.230010509491,11548.53001050949,2,6,2017
2017-06-03,13115.0,92,7780.2,1223.0900050401688,14338.090005040169,3,6,2017
2017-06-04,11801.0,84,11253.4,1525.6600103378296,13326.66001033783,4,6,2017
2017-06-05,18389.4,136,16402.6,2078.450005054474,20467.850005054475,5,6,2017
2017-06-06,12382.5,153,10044.1,1963.2100183963776,14345.710018396378,6,6,2017
2017-06-07,8970.8,87,8180.0,1664.7300071716309,10635.53000717163,7,6,2017
2017-06-08,18083.8,128,12885.0,2092.6500177383423,20176.45001773834,8,6,2017
2017-06-09,12786.1,149,10798.5,1809.1099952459335,14595.209995245934,9,6,2017
2017-06-10,5221.3,57,4873.5,993.7500047683716,6215.050004768372,10,6,2017
2017-06-11,13363.7,124,11035.5,1770.4700012207031,15134.170001220704,11,6,2017
2017-06-12,19938.7,190,10083.3,1738.040015220642,21676.740015220643,12,6,2017
2017-06-13,10243.1,124,9374.5,1727.680000912398,11970.780000912398,13,6,2017
2017-06-14,12118.9,101,11662.3,1688.4100098609924,13807.310009860992,14,6,2017
2017-06-15,9726.0,90,8338.6,1361.9100116491318,11087.910011649132,15,6,2017
2017-06-16,8886.4,71,8710.8,1153.5900045000017,10039.990004500001,16,6,2017
2017-06-17,7736.2,68,6968.2,949.470005273819,8685.67000527382,17,6,2017
2017-06-18,10498.300000000001,84,9828.1,1206.7400031089783,11705.040003108978,18,6,2017
2017-06-19,18439.3,160,15149.7,2107.150004506111,20546.45000450611,19,6,2017
2017-06-20,11494.1,139,8143.9,2428.0300164222717,13922.130016422272,20,6,2017
2017-06-21,4301.7,24,4301.7,769.1299910545349,5070.829991054535,21,6,2017
2017-06-22,6521.1,81,5837.7,1087.9300060272217,7609.030006027222,22,6,2017
2017-06-23,9196.2,92,8730.6,1479.3599982261658,10675.559998226166,23,6,2017
2017-06-24,5784.4,57,5635.8,1075.43000125885,6859.830001258851,24,6,2017
2017-06-25,11782.4,83,11259.4,2014.1400074958801,13796.54000749588,25,6,2017
2017-06-26,10004.0,50,9629.3,934.4299988746643,10938.429998874664,26,6,2017
2017-06-27,11912.4,112,10321.8,1804.2900109291077,13716.690010929107,27,6,2017
2017-06-28,14900.300000000001,106,10325.1,1588.220008611679,16488.52000861168,28,6,2017
2017-06-29,10315.0,109,8720.6,1495.1900067329407,11810.19000673294,29,6,2017
2017-06-30,7189.4,60,6525.5,1140.880003452301,8330.2800034523,30,6,2017
2017-07-01,10295.9,87,7487.3,1215.6000137329102,11511.50001373291,1,7,2017
2017-07-02,8318.7,96,6887.3,1397.6399996373802,9716.339999637381,2,7,2017
2017-07-03,14050.5,110,11350.3,1837.8500008583069,15888.350000858307,3,7,2017
2017-07-04,10764.2,118,9963.8,1861.8100086450577,12626.010008645058,4,7,2017
2017-07-05,18985.8,160,16524.2,2460.4199953079224,21446.21999530792,5,7,2017
2017-07-06,15758.3,112,13920.5,1925.140006184578,17683.440006184577,6,7,2017
2017-07-07,10711.5,115,8685.7,1716.7300035357475,12428.230003535748,7,7,2017
2017-07-08,7363.3,72,6758.3,1141.8200035132468,8505.120003513246,8,7,2017
2017-07-09,5744.400000000001,83,4766.4,1228.1399993896484,6972.539999389649,9,7,2017
2017-07-10,16603.9,162,11741.0,2189.7300057411194,18793.63000574112,10,7,2017
2017-07-11,15961.7,155,12874.9,2284.3700127601624,18246.070012760163,11,7,2017
2017-07-12,14319.0,152,11909.4,2071.380000591278,16390.380000591278,12,7,2017
2017-07-13,13450.300000000001,147,10345.9,2338.379998922348,15788.67999892235,13,7,2017
2017-07-14,14596.2,147,12217.5,2158.510010242462,16754.710010242463,14,7,2017
2017-07-15,8012.8,78,7454.9,1504.5700130462646,9517.370013046264,15,7,2017
2017-07-16,10253.9,544,7702.4,1646.6500096321106,11900.55000963211,16,7,2017
2017-07-17,18289.6,179,13377.8,2355.369987010956,20644.969987010954,17,7,2017
2017-07-18,23701.3,196,19982.1,2552.3300030510873,26253.630003051087,18,7,2017
2017-07-19,16950.5,157,11069.9,2001.9000043869019,18952.400004386902,19,7,2017
2017-07-20,16229.5,183,11183.0,1941.640005260706,18171.140005260706,20,7,2017
2017-07-21,17284.0,144,9170.6,1508.370008468628,18792.370008468628,21,7,2017
2017-07-22,10867.9,98,7706.3,1291.5900066178292,12159.490006617829,22,7,2017
2017-07-23,8522.9,75,8061.1,1273.9500031471252,9796.850003147125,23,7,2017
2017-07-24,12570.1,124,10929.7,1889.5999999046326,14459.699999904633,24,7,2017
2017-07-25,14753.1,136,10617.1,1966.4700112342834,16719.570011234282,25,7,2017
2017-07-26,7688.6,136,5956.4,1476.2800002098083,9164.880000209809,26,7,2017
2017-07-27,12895.9,128,9925.1,1920.5500183105469,14816.450018310547,27,7,2017
2017-07-28,19629.4,133,13878.7,2092.770001411438,21722.17000141144,28,7,2017
2017-07-29,14517.0,121,11095.0,1687.0500047206879,16204.050004720688,29,7,2017
2017-07-30,10229.4,128,7420.4,1446.3700116872787,11675.770011687278,30,7,2017
2017-07-31,13431.0,165,10973.6,2017.1200065612793,15448.12000656128,31,7,2017
2017-08-01,15687.3,134,13462.3,2088.2300128936768,17775.530012893676,1,8,2017
2017-08-02,14807.9,145,10940.3,1657.0800069570541,16464.980006957056,2,8,2017
2017-08-03,12317.0,123,11090.6,1803.7400080561638,14120.740008056164,3,8,2017
2017-08-04,13212.7,111,12241.1,1998.0600051879883,15210.760005187989,4,8,2017
2017-08-05,7597.1,95,6731.5,1596.1100120544434,9193.210012054444,5,8,2017
2017-08-06,10394.8,117,8711.7,1647.5200004577637,12042.320000457763,6,8,2017
2017-08-07,16311.8,143,14139.6,2102.389995574951,18414.18999557495,7,8,2017
2017-08-08,16559.7,134,13864.1,2049.59001493454,18609.29001493454,8,8,2017
2017-08-09,20553.6,140,13891.5,2408.9599952697754,22962.559995269774,9,8,2017
2017-08-10,16310.7,164,13671.5,2231.730013370514,18542.430013370515,10,8,2017
2017-08-11,16832.7,181,13580.4,2171.500012397766,19004.200012397767,11,8,2017
2017-08-12,12183.6,87,8482.6,1324.2900085449219,13507.890008544922,12,8,2017
2017-08-13,12737.8,95,8886.2,1471.4500012397766,14209.250001239776,13,8,2017
2017-08-14,14009.2,130,12073.1,2187.620005130768,16196.820005130769,14,8,2017
2017-08-15,20494.3,176,17369.6,2960.9800038337708,23455.28000383377,15,8,2017
2017-08-16,16800.8,175,14224.9,2470.96999835968,19271.76999835968,16,8,2017
2017-08-17,14154.9,140,12038.7,2297.070004224777,16451.97000422478,17,8,2017
2017-08-18,12072.7,127,9638.3,1818.559998035431,13891.259998035432,18,8,2017
2017-08-19,13005.2,123,9852.4,1566.9599984250963,14572.159998425097,19,8,2017
2017-08-20,10921.1,119,8969.1,1566.6600095182657,12487.760009518266,20,8,2017
2017-08-21,20751.7,220,14672.1,2522.6899971961975,23274.3899971962,21,8,2017
2017-08-22,14242.5,145,11941.9,1971.4200072288513,16213.920007228851,22,8,2017
2017-08-23,55432.8,576,10014.6,1676.4300017356873,57109.23000173569,23,8,2017
2017-08-24,11742.1,131,10288.6,1916.5800094604492,13658.68000946045,24,8,2017
2017-08-25,11272.300000000001,93,9917.4,1357.9700045585632,12630.270004558564,25,8,2017
2017-08-26,7124.9,69,6531.6,1178.0600109100342,8302.960010910034,26,8,2017
2017-08-27,9945.2,138,8453.8,1555.159993648529,11500.35999364853,27,8,2017
2017-08-28,18581.0,154,15838.4,2241.279998779297,20822.279998779297,28,8,2017
2017-08-29,27945.1,145,26279.9,2408.5800075531006,30353.6800075531,29,8,2017
2017-08-30,21140.9,157,18624.7,2513.490010738373,23654.390010738374,30,8,2017
2017-08-31,18258.3,182,13051.4,2151.6100153923035,20409.910015392303,31,8,2017
2017-09-01,20562.2,170,18180.8,2555.729998588562,23117.929998588563,1,9,2017
2017-09-02,11065.7,88,10165.7,1517.6300029754639,12583.330002975465,2,9,2017
2017-09-03,29856.5,148,19922.9,2257.479992866516,32113.979992866516,3,9,2017
2017-09-04,18506.7,129,16066.0,2360.370002746582,20867.070002746583,4,9,2017
2017-09-05,19167.0,192,14798.4,2319.280007839203,21486.280007839203,5,9,2017
2017-09-06,25164.9,150,20788.3,2348.4599986076355,27513.359998607637,6,9,2017
2017-09-07,11506.7,84,9275.3,1400.7500095367432,12907.450009536744,7,9,2017
2017-09-08,12837.6,134,8619.3,1865.4100122451782,14703.010012245179,8,9,2017
2017-09-09,10250.5,104,8970.7,1733.4900045394897,11983.99000453949,9,9,2017
2017-09-10,12852.5,140,10698.3,1849.039997935295,14701.539997935295,10,9,2017
2017-09-11,16695.3,158,14387.2,2370.050010561943,19065.350010561942,11,9,2017
2017-09-12,41597.0,352,18414.4,3804.4600167274475,45401.46001672745,12,9,2017
2017-09-13,18447.4,165,15655.6,2628.95999956131,21076.35999956131,13,9,2017
2017-09-14,17564.0,181,14038.0,2633.550009727478,20197.550009727478,14,9,2017
2017-09-15,13625.1,126,11850.8,1990.2099991217256,15615.309999121726,15,9,2017
2017-09-16,13507.6,103,11950.5,1919.8900017738342,15427.490001773835,16,9,2017
2017-09-17,12659.2,94,11955.0,1769.200002670288,14428.400002670289,17,9,2017
2017-09-18,23939.7,200,17405.1,2588.1200079917908,26527.82000799179,18,9,2017
2017-09-19,20073.0,189,14204.0,2326.6400027275085,22399.64000272751,19,9,2017
2017-09-20,16231.8,169,14306.8,2343.7900166511536,18575.590016651153,20,9,2017
2017-09-21,16701.2,153,14131.5,2152.530003860593,18853.730003860594,21,9,2017
2017-09-22,11662.5,119,10572.7,1888.050000667572,13550.550000667572,22,9,2017
2017-09-23,10321.6,117,8259.8,1550.1999979019165,11871.799997901917,23,9,2017
2017-09-24,12155.2,116,9184.8,1747.2099947929382,13902.409994792939,24,9,2017
2017-09-25,14755.5,135,10848.7,1902.5100092887878,16658.010009288788,25,9,2017
2017-09-26,14334.5,136,13683.9,2221.730004787445,16556.230004787445,26,9,2017
2017-09-27,19578.6,167,12956.8,2076.020007133484,21654.620007133482,27,9,2017
2017-09-28,22337.5,171,15593.9,2253.49000787735,24590.99000787735,28,9,2017
2017-09-29,126843.3,177,24215.5,1940.8700113296509,128784.17001132965,29,9,2017
2017-09-30,10348.7,117,8814.0,1562.7700052261353,11911.470005226136,30,9,2017
2017-10-01,16819.2,150,13760.8,2471.890007285401,19291.090007285402,1,10,2017
2017-10-02,13637.9,128,12374.9,2135.870011806488,15773.770011806488,2,10,2017
2017-10-03,16808.3,166,15251.3,2481.060008764267,19289.360008764266,3,10,2017
2017-10-04,13380.3,132,12673.1,2360.1499979496,15740.449997949601,4,10,2017
2017-10-05,38227.2,271,17193.4,2676.219987243414,40903.41998724341,5,10,2017
2017-10-06,13843.300000000001,164,9562.3,1810.8600138425827,15654.160013842582,6,10,2017
2017-10-07,11953.6,90,9128.6,1404.4100103378296,13358.01001033783,7,10,2017
2017-10-08,13099.9,116,10940.5,1881.9799953699112,14981.87999536991,8,10,2017
2017-10-09,23050.3,179,20426.5,2935.260015487671,25985.56001548767,9,10,2017
2017-10-10,15312.3,151,13994.7,2106.9400133639574,17419.240013363957,10,10,2017
2017-10-11,16463.5,161,13379.1,2153.180000305176,18616.680000305176,11,10,2017
2017-10-12,17151.1,141,12690.3,2158.4500012397766,19309.550001239775,12,10,2017
2017-10-13,16287.2,115,14778.0,2068.740017414093,18355.940017414094,13,10,2017
2017-10-14,9082.8,83,8125.599999999999,1439.9200072288513,10522.72000722885,14,10,2017
2017-10-15,14677.6,149,11840.3,1627.2500104904175,16304.850010490418,15,10,2017
2017-10-16,20859.4,210,18288.0,3095.3200073242188,23954.72000732422,16,10,2017
2017-10-17,26952.5,296,17268.6,3307.8199968338013,30260.3199968338,17,10,2017
2017-10-18,25723.9,224,19541.7,2723.150008201599,28447.0500082016,18,10,2017
2017-10-19,18415.2,151,16183.7,2318.680006980896,20733.880006980897,19,10,2017
2017-10-20,14438.7,110,13016.3,1976.4900016784668,16415.190001678468,20,10,2017
2017-10-21,10974.2,95,8901.4,1552.4499945640564,12526.649994564057,21,10,2017
2017-10-22,14178.1,181,11115.9,2176.890021800995,16354.990021800995,22,10,2017
2017-10-23,19726.0,161,14105.3,2217.1500103473663,21943.150010347366,23,10,2017
2017-10-24,23375.8,218,16246.8,2724.6900129318237,26100.490012931823,24,10,2017
2017-10-25,11657.8,126,8643.2,1894.0500030517578,13551.850003051757,25,10,2017
2017-10-26,17061.7,161,14468.1,2328.140009880066,19389.840009880067,26,10,2017
2017-10-27,19970.2,126,14074.2,1714.270001411438,21684.47000141144,27,10,2017
2017-10-28,13218.6,78,11425.6,1740.900007724762,14959.500007724762,28,10,2017
2017-10-29,14247.800000000001,168,11545.6,2070.520004749298,16318.320004749297,29,10,2017
2017-10-30,14426.0,133,12155.0,1961.7200088500977,16387.720008850098,30,10,2017
2017-10-31,24151.3,196,17180.4,2120.4000177383423,26271.70001773834,31,10,2017
2017-11-01,16906.7,141,11177.5,1766.2200050354004,18672.9200050354,1,11,2017
2017-11-02,17240.0,113,14634.2,1950.9400047063828,19190.940004706383,2,11,2017
2017-11-03,24952.0,190,16141.1,2072.519999265671,27024.51999926567,3,11,2017
2017-11-04,27404.2,182,14366.9,2297.199998665601,29701.3999986656,4,11,2017
2017-11-05,11049.6,149,8966.0,2113.540008544922,13163.140008544922,5,11,2017
2017-11-06,24648.9,172,19204.8,3062.980004787445,27711.880004787447,6,11,2017
2017-11-07,10584.2,124,9099.4,2100.530008792877,12684.730008792878,7,11,2017
2017-11-08,14305.9,156,10211.7,2139.1100065112114,16445.010006511213,8,11,2017
2017-11-09,18776.2,186,15036.7,2332.090009212494,21108.290009212495,9,11,2017
2017-11-10,15867.6,167,13042.4,2254.1900103092194,18121.790010309218,10,11,2017
2017-11-11,16824.0,186,14624.0,2248.530007123947,19072.530007123947,11,11,2017
2017-11-12,19678.4,163,15899.0,2486.6100182533264,22165.010018253328,12,11,2017
2017-11-13,21013.4,197,17276.1,3227.260011252016,24240.660011252017,13,11,2017
2017-11-14,20164.2,165,18760.6,3037.1700205802917,23201.370020580292,14,11,2017
2017-11-15,16528.0,171,13809.0,2576.150004386902,19104.150004386902,15,11,2017
2017-11-16,26853.9,274,21310.3,3365.780017375946,30219.680017375948,16,11,2017
